Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,County,Constituency,Sub-Location,Spatial Reference Method,Facility Type,Agency,Geolocation,Facility Type NAME
5,HOMA BAY DISTRICT HOSPITAL,1470,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,HOMA BAY,RANGWE,TOWN(HOMABAY),HD MAPS,1,MOH,"(-0.52474000000, 34.45990000000)","Hospital Moh and Mission Districts, sub-districts"
13,MANYATTA S D A HOSPITAL,3128,NYANZA,HOMA BAY,RANGWE,EAST KAGAN,HOMA BAY,RANGWE,KOMENYA,HD MAPS,1,MISS,"(-0.49320000000, 34.61690000000)","Hospital Moh and Mission Districts, sub-districts"
3,GESUSU SUB DISTRICT HOSPITAL,3769,NYANZA,KISII CENTRAL,MASABA,NYARIBARI MASABA,KISII,NYARIBARI CHACHE,GESUSU,GPS,1,MOH,"(-0.87120000000, 34.90870000000)","Hospital Moh and Mission Districts, sub-districts"
9,KEUMBU SUB DISTRICT HOSPITAL,1257,NYANZA,KISII CENTRAL,KEUMBU,KEUMBU,KISII,NYARIBARI CHACHE,NYAMWARE,GPS,1,MOH,"(-0.73121700000, 34.84670000000)","Hospital Moh and Mission Districts, sub-districts"
12,KISII DISTRICT HOSPITAL,1265,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,KISII,NYARIBARI CHACHE,TOWNSHIP(KISII),GPS,1,MOH,"(-0.66815000000, 34.77040000000)","Hospital Moh and Mission Districts, sub-districts"
21,KIBIRIGO MISS HOSPITAL,0,NYANZA,KISII NORTH,RIGOMA,GESIMA,NYAMIRA,NORTH MUGIRANGO,RIAMONI,HD MAPS,1,MISS,"(-0.69300000000, 34.97500000000)","Hospital Moh and Mission Districts, sub-districts"
37,NYAMIRA DISTRICT HOSPITAL,1512,NYANZA,KISII NORTH,RIGOMA,GESIMA,NYAMIRA,NORTH MUGIRANGO,NYATIENO,HD MAPS,1,MOH,"(-0.67554000000, 34.94140000000)","Hospital Moh and Mission Districts, sub-districts"
14,KISUMU DISTRICT HOSPITAL,1330,NYANZA,KISUMU,WINAM,TOWNSHIP,KISUMU,NYAKACH,SOUTHERN,HD MAPS,1,MOH,"(-0.10502100000, 34.76060000000)","Hospital Moh and Mission Districts, sub-districts"
16,LUMUMBA HOSPITAL,1317,NYANZA,KISUMU,WINAM,WEST KOLWA,KISUMU,NYAKACH,NYALENDA 'A',HD MAPS,1,MISS,"(-0.11600000000, 34.78170000000)","Hospital Moh and Mission Districts, sub-districts"
18,MASENO MISS. HOSPITAL,1327,NYANZA,KISUMU,MASENO,N.W. KISUMU,VIHIGA,HAMISI,EAST KARATENG,MEDS,1,MISS,"(0.00348000000, 34.61018000000)","Hospital Moh and Mission Districts, sub-districts"
36,ST. MONICAS HOSPITAL KISUMU,0,NYANZA,KISUMU,WINAM,WEST KAJULU,KISUMU,NYAKACH,KONYA,MEDS,1,MISS,"(-0.04220000000, 34.76971000000)","Hospital Moh and Mission Districts, sub-districts"
38,VICTORIA HOSPITAL,1331,NYANZA,KISUMU,WINAM,WEST KOLWA,KISUMU,NYAKACH,NYALENDA 'B',HD MAPS,1,MOH,"(-0.11710600000, 34.75760000000)","Hospital Moh and Mission Districts, sub-districts"
9,KEHANCHA DISTRICT HOSPITAL,1444,NYANZA,KURIA,KEGONGA,MAETA,MIGORI,KURIA EAST,NYAITARA,1:50000 MAPS,1,MOH,"(-1.17650000000, 34.63380000000)","Hospital Moh and Mission Districts, sub-districts"
29,MIGORI DISTRICT HOSPITAL,1451,NYANZA,MIGORI,SUBA EAST,SUNA RAGANA,MIGORI,KURIA EAST,MARINDI,DDP,1,MOH,"(-1.06321000000, 34.46940000000)","Hospital Moh and Mission Districts, sub-districts"
57,ST. JOSEPH OMBO HOSPITAL,2459,NYANZA,MIGORI,SUBA WEST,SUNA SOUTH,MIGORI,KURIA EAST,SAGERO,DDP,1,MISS,"(-1.08333000000, 34.43330000000)","Hospital Moh and Mission Districts, sub-districts"
1,AHERO HOSPITAL,1316,NYANZA,NYANDO,NYANDO,KAKOLA,KISUMU,NYAKACH,TURA(NYANDO),1:50000 MAPS,1,MOH,"(-0.16536300000, 34.92340000000)","Hospital Moh and Mission Districts, sub-districts"
19,MUHORONI SUB-DISTRICT HOSP.,1339,NYANZA,NYANDO,MUHORONI,GOD NYITHINDO,KISUMU,NYAKACH,OREGO,DDP,1,MOH,"(-0.15499300000, 35.18890000000)","Hospital Moh and Mission Districts, sub-districts"
20,NYABONDO MISS. HOSPITAL,1329,NYANZA,NYANDO,UPPER NYAKACH,SOUTH NYAKACH,KISUMU,NYAKACH,EAST KADIANG'A,MEDS,1,MISS,"(-0.37815000000, 34.97882000000)","Hospital Moh and Mission Districts, sub-districts"
30,PAP ONDITI HOSP,1324,NYANZA,NYANDO,LOWER NYAKACH,PAP ONDITI,KISUMU,NYAKACH,KABODHO EAST,1:50000 MAPS,1,MOH,"(-0.31317200000, 34.93550000000)","Hospital Moh and Mission Districts, sub-districts"
6,GENDIA MISSION HOSPITAL,0,NYANZA,RACHUONYO,EAST KARACHUONYO,NORTH KARACHUONYO,HOMA BAY,RANGWE,KAKWAJUOK UPPER,1:50000 MAPS,1,MISS,"(-0.40090100000, 34.66350000000)","Hospital Moh and Mission Districts, sub-districts"
12,KENDU BAY MISS. HOSPITAL,1471,NYANZA,RACHUONYO,EAST KARACHUONYO,NORTH EAST KARACHUON,HOMA BAY,RANGWE,KONYANGO MAJIERI,HD MAPS,1,MISS,"(-0.36543000000, 34.64810000000)","Hospital Moh and Mission Districts, sub-districts"
13,KENDU SUB-DISTRICT HOSPITAL,1445,NYANZA,RACHUONYO,EAST KARACHUONYO,NORTH EAST KARACHUON,HOMA BAY,RANGWE,KONYANGO MAJIERI,HD MAPS,1,MOH,"(-0.36046000000, 34.63350000000)","Hospital Moh and Mission Districts, sub-districts"
33,OYUGIS DISTRICT HOSPITAL,1457,NYANZA,RACHUONYO,KASIPUL,WEST KAMAGAK,HOMA BAY,RANGWE,KAMUMA,HD MAPS,1,MOH,"(-0.49210000000, 34.72950000000)","Hospital Moh and Mission Districts, sub-districts"
29,RANGALA MISSION HOSPITAL,1377,NYANZA,SIAYA,UGUNJA,SOUTH UGENYA,SIAYA,UGENYA,RANGALA,MEDS,1,MISS,"(0.15529000000, 34.33179000000)","Hospital Moh and Mission Districts, sub-districts"
33,SEGA MISSION HOSPITAL,1371,NYANZA,SIAYA,UKWALA,NORTH UGENYA,SIAYA,UGENYA,SEGA(SIAYA),MEDS,1,MISS,"(0.25934000000, 34.22549000000)","Hospital Moh and Mission Districts, sub-districts"
34,SIAYA DISTRICT HOSPITAL,1379,NYANZA,SIAYA,KAREMO,TOWNSHIP,SIAYA,UGENYA,MULAHA,CDC PROJECT,1,MOH,"(0.06312900000, 34.28390000000)","Hospital Moh and Mission Districts, sub-districts"
44,YALA SUB-DISTRICT HOSPITAL,1384,NYANZA,SIAYA,YALA,YALA TOWNSHIP,SIAYA,UGENYA,SAURI,CDC PROJECT,1,MOH,"(0.10101900000, 34.53750000000)","Hospital Moh and Mission Districts, sub-districts"
3,KISEGI SUB-DISTRICT HOSPITAL,357,NYANZA,SUBA,GWASSI,GWASSI NORTH,HOMA BAY,RANGWE,UTERERE,HD MAPS,1,MOH,"(-0.63123000000, 34.08234000000)","Hospital Moh and Mission Districts, sub-districts"
15,SINDO RHDC ( AGG. SUBA DISTRICT HOSPITAL),1474,NYANZA,SUBA,CENTRAL,KAKSINGRI WEST,HOMA BAY,RANGWE,RANGWA EAST,1:50000 MAPS,1,MOH,"(-0.54124900000, 34.16580000000)","Hospital Moh and Mission Districts, sub-districts"
20,"TOM MBOYA MEMORIAL DISTRICT HOSP, MBITA",1467,NYANZA,SUBA,MBITA,RUSINGA WEST,HOMA BAY,RANGWE,KASWANGA,HD MAPS,1,MOH,"(-0.40123000000, 34.17231000000)","Hospital Moh and Mission Districts, sub-districts"
15,KABARNET DISTRICT HOSPITAL,1988,RIFT VALLEY,BARINGO,KABARNET,KABARNET MOSOP,BARINGO,BARINGO CENTRAL,KEWAMOI,DSA/MOH-UNICEF PROJECT REPORT(99),1,MOH,"(0.49510000000, 35.73500000000)","Hospital Moh and Mission Districts, sub-districts"
19,KAPEDO SUB-DISTRICT HOSPITAL,0,RIFT VALLEY,BARINGO,NGINYANG,RIBKWO,BARINGO,BARINGO CENTRAL,KAPEDO WEST,HD MAPS,1,MOH,"(1.15900000000, 36.09010000000)","Hospital Moh and Mission Districts, sub-districts"
21,LONGISA DISTRICT HOSPITAL,1624,RIFT VALLEY,BOMET,LONGISA,CHEBOIN,BOMET,CHEPALUNGU,SAMITUK,GPS,1,MOH,"(-0.85793000000, 35.38941000000)","Hospital Moh and Mission Districts, sub-districts"
34,SIGOR SUB-DISTRICT HOSPITAL,1670,RIFT VALLEY,BOMET,SIGOR,SIGOR,BOMET,CHEPALUNGU,SIGOR,1:50000 MAPS,1,MOH,"(-0.91891900000, 35.29730000000)","Hospital Moh and Mission Districts, sub-districts"
42,TENWEK MISS. HOSPITAL,1683,RIFT VALLEY,BOMET,BOMET CENTRAL,SINGORWET,BOMET,CHEPALUNGU,AISAK,1:50000 MAPS,1,MISS,"(-0.71221000000, 35.33170000000)","Hospital Moh and Mission Districts, sub-districts"
6,CHEPTALAL SUB-DISRICT HOSPITAL,1577,RIFT VALLEY,BURET,KONOIN,CHEPTALAL,BOMET,CHEPALUNGU,TOBOINO,DDP,1,MOH,"(-0.61034300000, 35.38780000000)","Hospital Moh and Mission Districts, sub-districts"
9,KAPKATET DISTRICT HOSPITAL,6176,RIFT VALLEY,BURET,BURET,KAPKATET,KERICHO,BELGUT,ITOIK,GPS,1,MOH,"(-0.62738000000, 35.19319000000)","Hospital Moh and Mission Districts, sub-districts"
10,KAPLONG CATHOLIC HOSPITAL,1679,RIFT VALLEY,BURET,SOTIK,CHEMAGEL,BOMET,CHEPALUNGU,KAPLONG,GPS,1,MISS,"(-0.67435000000, 35.13840000000)","Hospital Moh and Mission Districts, sub-districts"
19,LITEIN AIC HOSPITAL,1681,RIFT VALLEY,BURET,BURET,LITEIN,KERICHO,BELGUT,LITEIN,DSA/DFH(MOH)-UNFPA REPORT,1,MISS,"(-0.57689400000, 35.18530000000)","Hospital Moh and Mission Districts, sub-districts"
30,KAJIADO DISTRICT HOSPITAL,1553,RIFT VALLEY,KAJIADO,CENTRAL,TOWNSHIP,KAJIADO,KAJIADO CENTRAL,HOSPITAL(KAJIADO),DDP,1,MOH,"(-1.85260000000, 36.78320000000)","Hospital Moh and Mission Districts, sub-districts"
36,LOITOKITOK SUB-DISTRICT HOSP,1554,RIFT VALLEY,KAJIADO,LOITOKITOK,KUKU,KAJIADO,KAJIADO CENTRAL,LOOLOPON,DDP,1,MOH,"(-2.93560000000, 37.55490000000)","Hospital Moh and Mission Districts, sub-districts"
6,ITEN DISTRICT HOSPITAL,2042,RIFT VALLEY,KEIYO,KAMARINY,IRONG,ELEGEYO-MARAKWET,MARAKWET EAST,ITEN TOWNSHIP,1:50000 MAPS,1,MOH,"(0.67430000000, 35.50580000000)","Hospital Moh and Mission Districts, sub-districts"
16,KAPTARAKWA SUB-DISTRICT HOSP,2040,RIFT VALLEY,KEIYO,CHEPKORIO,KAPTARAKWA,ELEGEYO-MARAKWET,MARAKWET EAST,KAPTARAKWA,1:50000 MAPS,1,MOH,"(0.46908600000, 35.54390000000)","Hospital Moh and Mission Districts, sub-districts"
26,KARIRA HOSPITAL,391,CENTRAL,KIRINYAGA,,,,,,,1,MISS,"(0E-11, 0E-11)","Hospital Moh and Mission Districts, sub-districts"
26,M.E.W.A  HOSPITAL,4471,COAST,MOMBASA,,,,,,,1,MISS,"(0E-11, 0E-11)","Hospital Moh and Mission Districts, sub-districts"
38,OMBO MISSION HOSPITAL,0,NYANZA,MIGORI,,,,,,,1,MISS,"(0E-11, 0E-11)","Hospital Moh and Mission Districts, sub-districts"
28,KOCHOLWO SUB-DISTRICT HOSP,3501,RIFT VALLEY,KEIYO,CHEPKORIO,TUMEIYO,ELEGEYO-MARAKWET,MARAKWET EAST,CHEPKOSOM,DISTRICT ESTIMATES,1,MOH,"(0.26232000000, 35.55123000000)","Hospital Moh and Mission Districts, sub-districts"
43,TAMBACH SUB-DISTRICT HOSPITAL,2044,RIFT VALLEY,KEIYO,TAMBACH,KIPTUILONG,ELEGEYO-MARAKWET,MARAKWET EAST,KAPTERIK,1:50000 MAPS,1,MOH,"(0.60000000000, 35.51630000000)","Hospital Moh and Mission Districts, sub-districts"
21,KERICHO DISTRICT HOSPITAL,1680,RIFT VALLEY,KERICHO,AINAMOI,TOWNSHIP,KERICHO,BELGUT,TOWNSHIP(KERICHO),GPS,1,MOH,"(-0.36896000000, 35.27941000000)","Hospital Moh and Mission Districts, sub-districts"
27,KIPCHIMCHIM MISSION HOSPITAL,1666,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KERICHO,BELGUT,KIPCHIMCHIM,DSA/DFH(MOH)-UNFPA REPORT,1,MISS,"(-0.32520200000, 35.26600000000)","Hospital Moh and Mission Districts, sub-districts"
37,LONDIANI SUB-DISTRICT HOSPITAL,1682,RIFT VALLEY,KERICHO,LONDIANI,LONDIANI,KERICHO,BELGUT,CHEPKONGONY(KERI),HD MAPS,1,MOH,"(-0.15879600000, 35.58930000000)","Hospital Moh and Mission Districts, sub-districts"
47,SIGOWET NYAYO HOSPITAL,1671,RIFT VALLEY,KERICHO,SIGOWET,KEBENETI,KERICHO,BELGUT,SIGOWET,HD MAPS,1,MOH,"(-0.38877700000, 35.04760000000)","Hospital Moh and Mission Districts, sub-districts"
6,ELDAMA RAVINE DISTRICT HOSPITAL,1982,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,LEMBUS CENTRAL,BARINGO,BARINGO CENTRAL,POROR/ARAMA,HD MAPS,1,MOH,"(0.05000000000, 35.71670000000)","Hospital Moh and Mission Districts, sub-districts"
16,MERCY HOSPITAL,1990,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,BARINGO,BARINGO CENTRAL,ELDAMA RAVINE,DDP,1,MISS,"(0.04483900000, 35.73630000000)","Hospital Moh and Mission Districts, sub-districts"
26,NANYUKI DISTRICT HOSPITAL,1713,RIFT VALLEY,LAIKIPIA,CENTRAL,NANYUKI,LAIKIPIA,LAIKIPIA NORTH,MAJENGO(LAIKIPIA),HD MAPS,1,MOH,"(0.01900000000, 37.07090000000)","Hospital Moh and Mission Districts, sub-districts"
26,KAPSOWAR AIC  HOSPITAL,2043,RIFT VALLEY,MARAKWET,KAPSOWAR,KAPSOWAR,ELEGEYO-MARAKWET,MARAKWET EAST,KAPSOWAR,1:50000 MAPS,1,MISS,"(0.98108100000, 35.56081100000)","Hospital Moh and Mission Districts, sub-districts"
15,ELBURGON HOSPITAL,1764,RIFT VALLEY,NAKURU,ELBURGON,ELBURGON,NAKURU,SUBUKIA,ELBURGON,GPS,1,MOH,"(-0.30325000000, 35.80739000000)","Hospital Moh and Mission Districts, sub-districts"
19,GILGIL HOSPITAL,1790,RIFT VALLEY,NAKURU,GILGIL,GILGIL,NAKURU,SUBUKIA,GILGIL,GPS,1,MOH,"(-0.50339000000, 36.32343000000)","Hospital Moh and Mission Districts, sub-districts"
61,MOLO HOSPITAL,1781,RIFT VALLEY,NAKURU,MOLO,MOLO,NAKURU,SUBUKIA,MOLO,GPS,1,MOH,"(-0.24499000000, 35.74045000000)","Hospital Moh and Mission Districts, sub-districts"
67,NAIVASHA DISTRICT HOSPITAL,1782,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA TOWN,NAKURU,SUBUKIA,SOKONI(NAKURU),GPS,1,MOH,"(-0.71633000000, 36.43753000000)","Hospital Moh and Mission Districts, sub-districts"
13,KAIBOI HOSPITAL,2088,RIFT VALLEY,NANDI,KABIYET,LOLKERINGET,NANDI,MOSOP,KAIBOI,HD MAPS,1,MISS,"(0.42375000000, 35.01550000000)","Hospital Moh and Mission Districts, sub-districts"
20,KAPSABET DISTRICT HOSP.,2096,RIFT VALLEY,NANDI,KAPSABET,KAPSABET,NANDI,MOSOP,TOWNSHIP(KAPSABET),HD MAPS,1,MOH,"(0.20280000000, 35.09540000000)","Hospital Moh and Mission Districts, sub-districts"
40,KOBUJOI HOSPITAL,2094,RIFT VALLEY,NANDI,ALDAI,MUGEN,NANDI,MOSOP,KAMIMEI,HD MAPS,1,MISS,"(0.06460000000, 34.92570000000)","Hospital Moh and Mission Districts, sub-districts"
50,NANDI HILLS SUB-DIST HOSP,2097,RIFT VALLEY,NANDI,NANDI HILLS,NANDI HILLS,NANDI,MOSOP,KIPSAMOO,HD MAPS,1,MOH,"(0.11720000000, 35.18310000000)","Hospital Moh and Mission Districts, sub-districts"
34,NAROK DISTRICT HOSPITAL,1838,RIFT VALLEY,NAROK,CENTRAL,LOWER MELILI,NAROK,NAROK SOUTH,NAROK TOWN,DDP,1,MOH,"(-1.09610000000, 35.86360000000)","Hospital Moh and Mission Districts, sub-districts"
4,BARAGOI SUB-DISTRICT HOSPITAL,2123,RIFT VALLEY,SAMBURU,BARAGOI,BARAGOI,SAMBURU,SAMBURU NORTH,BARAGOI,DDP,1,MOH,"(1.79106000000, 36.78800000000)","Hospital Moh and Mission Districts, sub-districts"
18,MARALAL DISTRICT HOSPITAL,2126,RIFT VALLEY,SAMBURU,KIRISIA,MARALAL TOWN,SAMBURU,SAMBURU NORTH,MARALAL TOWN,HD MAPS,1,MOH,"(1.14780000000, 36.67700000000)","Hospital Moh and Mission Districts, sub-districts"
41,WAMBA HOSPITAL,2127,RIFT VALLEY,SAMBURU,WAMBA,WAMBA,SAMBURU,SAMBURU NORTH,WAMBA TOWN,HD MAPS,1,MISS,"(0.98333000000, 37.31670000000)","Hospital Moh and Mission Districts, sub-districts"
16,KILGORIS DIST HOSP/TRANSMARA DIST HOSP,1828,RIFT VALLEY,TRANS MARA,KILGORIS,OLOLCHANI,NAROK,NAROK SOUTH,KILGORIS,TRANSMARA DEV. PROG.,1,MOH,"(-1.00212000000, 34.87890000000)","Hospital Moh and Mission Districts, sub-districts"
22,KORDA MISSION HOSPITAL,0,RIFT VALLEY,TRANS MARA,KEIYAN,ISAMPIN,NAROK,NAROK SOUTH,ELANGATA SAEN,DHMT,1,MISS,"(-1.03702700000, 34.76847800000)","Hospital Moh and Mission Districts, sub-districts"
24,LOLGORIEN  SUB DISTRICT HOSPITAL,1829,RIFT VALLEY,TRANS MARA,LOLGORIAN,MOYOI,NAROK,NAROK SOUTH,LOLGORIAN,TRANSMARA DEV. PROG.,1,MOH,"(-1.22817000000, 34.80620000000)","Hospital Moh and Mission Districts, sub-districts"
45,ST. JOSEPH MISS.  HOSP. KILGORIS,1837,RIFT VALLEY,TRANS MARA,KILGORIS,OLOLCHANI,NAROK,NAROK SOUTH,KILGORIS,TRANSMARA DEV. PROG.,1,MISS,"(-1.00244000000, 34.87760000000)","Hospital Moh and Mission Districts, sub-districts"
24,KIMININI (CATHOLIC) COTTAGE HOSP,1846,RIFT VALLEY,TRANS-NZOIA,KIMININI,KIMININI,TRANS NZOIA,ENDEBESS,KIMININI(TNZOIA),1:50000 MAPS,1,MISS,"(0.88773400000, 34.92535000000)","Hospital Moh and Mission Districts, sub-districts"
28,KITALE DISTRICT HOSPITAL,1868,RIFT VALLEY,TRANS-NZOIA,CENTRAL,KIBOMET,TRANS NZOIA,ENDEBESS,BIDII,HD MAPS,1,MOH,"(1.03732000000, 35.01890000000)","Hospital Moh and Mission Districts, sub-districts"
7,ICRC LOKICHOGGIO HOSPITAL,0,RIFT VALLEY,TURKANA,LOKICHOGGIO,LOKICHOGGIO,TURKANA,TURKANA NORTH,LOKICHOGGIO,ILRI MKT CENTRES,1,NGO,"(4.18992900000, 34.30780000000)","Hospital Moh and Mission Districts, sub-districts"
17,KAKUMA HOSPITAL,2170,RIFT VALLEY,TURKANA,KAKUMA,KAKUMA,TURKANA,TURKANA NORTH,NADAPAL(KAKUMA),HD MAPS,1,MISS,"(3.71732000000, 34.86680000000)","Hospital Moh and Mission Districts, sub-districts"
44,LODWAR DISTRICT HOSPITAL,2172,RIFT VALLEY,TURKANA,CENTRAL,LODWAR TOWN,TURKANA,TURKANA NORTH,NAPETET,HD MAPS,1,MOH,"(3.11760000000, 35.59980000000)","Hospital Moh and Mission Districts, sub-districts"
49,LOKICHOGIO DISTRICT HOSPITAL,0,RIFT VALLEY,TURKANA,LOKICHOGGIO,MOGILA,TURKANA,TURKANA NORTH,MOGILA,DDP,1,MOH,"(4.18101000000, 34.39240000000)","Hospital Moh and Mission Districts, sub-districts"
52,LOKITAUNG SUB-DISTRICT HOSP.,2173,RIFT VALLEY,TURKANA,LOKITAUNG,LOKITAUNG,TURKANA,TURKANA NORTH,NAKALALE(LOKITAUNG),HD MAPS,1,MOH,"(4.26790000000, 35.75140000000)","Hospital Moh and Mission Districts, sub-districts"
55,P.C.E.A PLATEAU HOSPITAL,1926,RIFT VALLEY,UASIN GISHU,AINABKOI,CHEPKERO,UASIN GISHU,AINABKOI,KILEGES,HD MAPS,1,MISS,"(0.40451100000, 35.42510000000)","Hospital Moh and Mission Districts, sub-districts"
24,KAPENGURIA DISTRICT HOSPITAL,2209,RIFT VALLEY,WEST POKOT,KAPENGURIA,KAPENGURIA,WEST POKOT,KAPENGURIA,CHEWOYET,HD MAPS,1,MOH,"(1.23350000000, 35.11620000000)","Hospital Moh and Mission Districts, sub-districts"
55,ORTUM CATHOLIC MISSION HOSP.,2210,RIFT VALLEY,WEST POKOT,CHEPARERIA,BATEI,WEST POKOT,KAPENGURIA,SOBUKWO,HD MAPS,1,MISS,"(1.45572000000, 35.34820000000)","Hospital Moh and Mission Districts, sub-districts"
5,BUNGOMA DISTRICT HOSPITAL,2237,WESTERN,BUNGOMA,KANDUYI,TOWNSHIP,BUNGOMA,KANDUYI,TOWNSHIP(KANDUYI),HD MAPS,1,MOH,"(0.57200000000, 34.55700000000)","Hospital Moh and Mission Districts, sub-districts"
23,KIMILILI SUB-DISTRICT HOSPITAL,2230,WESTERN,BUNGOMA,KIMILILI,KIMILILI,BUNGOMA,KANDUYI,TOWNSHIP(KIMILILI),AMKENI,1,MOH,"(0.78898800000, 34.71277900000)","Hospital Moh and Mission Districts, sub-districts"
30,LUGULU MISSION HOSPITAL,2238,WESTERN,BUNGOMA,WEBUYE,MISIKHU,BUNGOMA,KANDUYI,KITUNI,AMKENI,1,MISS,"(0.66130900000, 34.75278100000)","Hospital Moh and Mission Districts, sub-districts"
40,MISIKHU MISSION HOSPITAL,2239,WESTERN,BUNGOMA,NDIVISI,NAMARAMBI,BUNGOMA,KANDUYI,MARINDA,HD MAPS,1,MISS,"(0.71883000000, 34.75750000000)","Hospital Moh and Mission Districts, sub-districts"
59,WEBUYE DISTRICT HOSPITAL,2240,WESTERN,BUNGOMA,WEBUYE,WEBUYE,BUNGOMA,KANDUYI,MARAKA,HD MAPS,1,MOH,"(0.59710000000, 34.75850000000)","Hospital Moh and Mission Districts, sub-districts"
8,BUSIA DISTRICT HOSPITAL,2264,WESTERN,BUSIA,TOWNSHIP,TOWNSHIP,BUSIA,TESO NORTH,MJINI CENTRAL,AMKENI,1,MOH,"(0.46040700000, 34.10449700000)","Hospital Moh and Mission Districts, sub-districts"
24,NAMBOBOTO CATHOLIC MISSION H.,0,WESTERN,BUSIA,FUNYULA,NAMBUKU,BUSIA,TESO NORTH,LUGALA,HD MAPS,1,MISS,"(0.32367000000, 34.09570000000)","Hospital Moh and Mission Districts, sub-districts"
28,NANGINA MISSION HOSPITAL,2265,WESTERN,BUSIA,FUNYULA,NANGOSIA,BUSIA,TESO NORTH,SIGULU,AMKENI,1,MISS,"(0.27748500000, 34.10545200000)","Hospital Moh and Mission Districts, sub-districts"
29,PORT VICTORIA SUB-DISTRICT HOSP,2266,WESTERN,BUSIA,BUDALANGI,BUNYALA WEST,BUSIA,TESO NORTH,BUKANI,AMKENI,1,MOH,"(0.09719800000, 33.97580500000)","Hospital Moh and Mission Districts, sub-districts"
7,BUTERE DISTRICT HOSPITAL,2306,WESTERN,BUTERE/MUMIAS,BUTERE,TOWNSHIP,KAKAMEGA,SHINYALU,SHIREMBE,AMKENI,1,MOH,"(0.20853600000, 34.49347100000)","Hospital Moh and Mission Districts, sub-districts"
24,MANYALA SUB-DISTRICT HOSPITAL,2325,WESTERN,BUTERE/MUMIAS,BUTERE,MANYALA,KAKAMEGA,SHINYALU,ESHIENJERA,AMKENI,1,MOH,"(0.16040200000, 34.45262000000)","Hospital Moh and Mission Districts, sub-districts"
30,MUMIAS MISSION HOSPITAL,0,WESTERN,BUTERE/MUMIAS,MUMIAS,NABONGO,KAKAMEGA,SHINYALU,MATAWA,DSA/DFH(MOH)-UNFPA REPORT,1,MISS,"(0.32246000000, 34.43420000000)","Hospital Moh and Mission Districts, sub-districts"
36,MWIHILIA (COG) HOSPITAL YALA,2350,WESTERN,BUTERE/MUMIAS,KHWISERO,NORTH KISA,KAKAMEGA,SHINYALU,MUNDOBELWA,AMKENI,1,MISS,"(0.17753000000, 34.61397200000)","Hospital Moh and Mission Districts, sub-districts"
47,ST.MARY'S  HOSPITAL,2349,WESTERN,BUTERE/MUMIAS,MUMIAS,NABONGO,KAKAMEGA,SHINYALU,TOWNSHIP,AMKENI,1,MISS,"(0.32682700000, 34.49899100000)","Hospital Moh and Mission Districts, sub-districts"
35,MUKUMU MISSION HOSP,2348,WESTERN,KAKAMEGA,SHINYALU,KHAYEGA,KAKAMEGA,SHINYALU,SHITOCHI,DSA/DFH(MOH)-UNFPA REPORT,1,MISS,"(0.20434400000, 34.76520000000)","Hospital Moh and Mission Districts, sub-districts"
6,LUMAKANDA DISTRICT HOSPITAL,2321,WESTERN,LUGARI/MALAVA,LUGARI,LUMAKANDA,KAKAMEGA,SHINYALU,MUNYUKI,AMKENI,1,MOH,"(0.63478200000, 34.97615000000)","Hospital Moh and Mission Districts, sub-districts"
6,KAPSOKWONY DISTRICT HOSP,2227,WESTERN,MOUNT ELGON,KAPSOKWONY,KAPSOKWONY,BUNGOMA,KANDUYI,BUGAA,1:50000 MAPS,1,MOH,"(0.84607900000, 34.71480000000)","Hospital Moh and Mission Districts, sub-districts"
3,AMUKURA MISS. HOSPITAL,2252,WESTERN,TESO,AMUKURA,AMUKURA,BUSIA,TESO NORTH,AMUKURA,DHMT,1,MISS,"(0.57245300000, 34.28920400000)","Hospital Moh and Mission Districts, sub-districts"
19,KAIMOSI FRIENDS' HOSPITAL,2343,WESTERN,VIHIGA,TIRIKI EAST,SHAVIRINGA,VIHIGA,HAMISI,MULUNDU(TIRIKI EAST),AMKENI,1,MISS,"(0.13183000000, 34.84834000000)","Hospital Moh and Mission Districts, sub-districts"
21,KIMA HOSPITAL,2345,WESTERN,VIHIGA,EMUHAYA,WEKHOMO,VIHIGA,HAMISI,IBOONA,AMKENI,1,MISS,"(0.04000000000, 34.64000000000)","Hospital Moh and Mission Districts, sub-districts"
37,VIHIGA DISTRICT HOSPITAL,1697,WESTERN,VIHIGA,VIHIGA,WAMULUMA,VIHIGA,HAMISI,KEGOYE,GPS,1,MOH,"(0.08365000000, 34.72989000000)","Hospital Moh and Mission Districts, sub-districts"
48,ST. LUCIE'S HOSPITAL,4130,EASTERN,SOUTH MERU,CHUKA,MUGWE,THARAKA - NITHI,MAARA,MUGIRIRWA,1:50000 MAPS,1,PRIV,"(-0.33558600000, 37.64684700000)","Hospital Moh and Mission Districts, sub-districts"
73,NYERI PROVINCIAL GENERAL HOSP.,499,CENTRAL,NYERI,MUNICIPALITY,MUKARO,NYERI,KIENI,MAJENGO(NYERI),GPS,2,MOH,"(-0.42399000000, 36.96113000000)",Referral Hospital and Provincial Hosps
